frame.number,frame.time,eth.src,eth.dst,ip.src,ip.dst,ip.proto
"5329","Nov  5, 2020 19:29:05.684033000 Eastern Standard Time","e0:89:7e:6c:25:34","01:00:5e:00:00:fb","192.168.11.131","224.0.0.251","17"
"5330","Nov  5, 2020 19:29:05.687932000 Eastern Standard Time","e0:89:7e:6c:25:34","33:33:00:00:00:fb",,,
"5331","Nov  5, 2020 19:29:05.691646000 Eastern Standard Time","e0:89:7e:6c:25:34","01:00:5e:00:00:fb","192.168.11.131","224.0.0.251","17"
"5332","Nov  5, 2020 19:29:05.695223000 Eastern Standard Time","e0:89:7e:6c:25:34","33:33:00:00:00:fb",,,
"5333","Nov  5, 2020 19:29:05.879440000 Eastern Standard Time","84:0d:8e:6b:c0:3d","ff:ff:ff:ff:ff:ff","192.168.11.121","255.255.255.255","17"
"5334","Nov  5, 2020 19:29:06.081777000 Eastern Standard Time","e0:89:7e:6c:25:34","01:00:5e:00:00:fb","192.168.11.131","224.0.0.251","17"
"5335","Nov  5, 2020 19:29:06.086396000 Eastern Standard Time","e0:89:7e:6c:25:34","33:33:00:00:00:fb",,,
"5336","Nov  5, 2020 19:29:06.090094000 Eastern Standard Time","e0:89:7e:6c:25:34","01:00:5e:00:00:fb","192.168.11.131","224.0.0.251","17"
"5337","Nov  5, 2020 19:29:06.093646000 Eastern Standard Time","e0:89:7e:6c:25:34","33:33:00:00:00:fb",,,
"5338","Nov  5, 2020 19:29:06.096794000 Eastern Standard Time","e0:89:7e:6c:25:34","01:00:5e:00:00:fb","192.168.11.131","224.0.0.251","17"
"5339","Nov  5, 2020 19:29:06.096794000 Eastern Standard Time","e0:89:7e:6c:25:34","33:33:00:00:00:fb",,,
"5340","Nov  5, 2020 19:29:06.297284000 Eastern Standard Time","e0:89:7e:6c:25:34","01:00:5e:00:00:fb","192.168.11.131","224.0.0.251","17"
"5341","Nov  5, 2020 19:29:06.311027000 Eastern Standard Time","e0:89:7e:6c:25:34","33:33:00:00:00:fb",,,
